0;Start;Control;Start
1;Symbol;Data;getUserInput
2;Symbol;Data;wrap
3;Symbol;Data;sendToSink
4;Symbol;Data;testFlows
5;Symbol;Data;_globals
6;Return;Control;Return
7;Start;Control;Start
8;Literal;Data;"""user_input"""
9;Return;Control;Return
10;Start;Control;Start
11;Parameter;Data;0
12;Allocation;Compound;Allocation
13;Literal;Data;"""value"""
14;Store;Control;Store
15;Return;Control;Return
16;Start;Control;Start
17;Parameter;Data;0
18;Parameter;Data;1
19;Symbol;Data;console
20;Symbol;Data;log
21;Load;Compound;Load
22;Literal;Data;"""sink:"""
23;Call;Compound;Call
24;Return;Control;Return
25;Start;Control;Start
26;Call;Compound;Call
27;Call;Compound;Call
28;Literal;Data;"""123"""
29;Symbol;Data;value
30;Load;Compound;Load
31;Call;Compound;Call
32;Return;Control;Return
